"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"1","Afghanistan","AFG",1975,175.2366743218,NA,NA,NA
"2","Albania","ALB",1975,NA,NA,NA,NA
"3","Algeria","DZA",1975,971.2663925535,NA,NA,NA
"4","American Samoa","ASM",1975,NA,NA,NA,NA
"5","Andorra","AND",1975,7107.9811016888,NA,NA,NA
"6","Angola","AGO",1975,NA,NA,NA,NA
"7","Antigua and Barbuda","ATG",1975,NA,NA,NA,NA
"8","Argentina","ARG",1975,2010.7821934232,NA,NA,NA
"9","Armenia","ARM",1975,NA,NA,NA,NA
"10","Aruba","ABW",1975,NA,NA,NA,NA
"11","Australia","AUS",1975,7042.3726473727,NA,NA,NA
"12","Austria","AUT",1975,5263.1044833901,NA,NA,NA
"13","Azerbaijan","AZE",1975,NA,NA,NA,NA
"14","Bahamas, The","BHS",1975,3156.6686080373,NA,NA,NA
"15","Bahrain","BHR",1975,NA,NA,NA,NA
"16","Bangladesh","BGD",1975,274.7989253548,NA,NA,NA
"17","Barbados","BRB",1975,1637.1456720494,NA,NA,NA
"18","Belarus","BLR",1975,NA,NA,NA,NA
"19","Belgium","BEL",1975,6614.867390925,NA,NA,NA
"20","Belize","BLZ",1975,917.5685814043,NA,NA,NA
"21","Benin","BEN",1975,212.7027160357,NA,NA,NA
"22","Bermuda","BMU",1975,6509.4339622642,NA,NA,NA
"23","Bhutan","BTN",1975,NA,NA,NA,NA
"24","Bolivia","BOL",1975,505.0459809613,NA,NA,NA
"25","Bosnia and Herzegovina","BIH",1975,NA,NA,NA,NA
"26","Botswana","BWA",1975,431.8217439409,NA,NA,NA
"27","Brazil","BRA",1975,1143.0854997047,NA,NA,NA
"28","Brunei Darussalam","BRN",1975,7460.674387146,NA,NA,NA
"29","Bulgaria","BGR",1975,NA,NA,NA,NA
"30","Burkina Faso","BFA",1975,146.0608408819,NA,NA,NA
"31","Burundi","BDI",1975,114.3860863712,NA,NA,NA
"32","Cambodia","KHM",1975,NA,NA,NA,NA
"33","Cameroon","CMR",1975,351.2116098782,NA,NA,NA
"34","Canada","CAN",1975,7354.2683576976,NA,NA,NA
"35","Cape Verde","CPV",1975,NA,NA,NA,NA
"36","Cayman Islands","CYM",1975,NA,NA,NA,NA
"37","Central African Republic","CAF",1975,187.7013708047,NA,NA,NA
"38","Chad","TCD",1975,210.1570201762,NA,NA,NA
