"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"1","Afghanistan","AFG",1963,73.1987718807,NA,NA,NA
"2","Albania","ALB",1963,NA,NA,NA,NA
"3","Algeria","DZA",1963,236.6728565114,NA,NA,NA
"4","American Samoa","ASM",1963,NA,NA,NA,NA
"5","Andorra","AND",1963,NA,NA,NA,NA
"6","Angola","AGO",1963,NA,NA,NA,NA
"7","Antigua and Barbuda","ATG",1963,NA,NA,NA,NA
"8","Argentina","ARG",1963,NA,NA,NA,NA
"9","Armenia","ARM",1963,NA,NA,NA,NA
"10","Aruba","ABW",1963,NA,NA,NA,NA
"11","Australia","AUS",1963,NA,NA,NA,NA
"12","Austria","AUT",1963,1167.6206438554,NA,NA,NA
"13","Azerbaijan","AZE",1963,NA,NA,NA,NA
"14","Bahamas, The","BHS",1963,1866.9920567623,NA,NA,NA
"15","Bahrain","BHR",1963,NA,NA,NA,NA
"16","Bangladesh","BGD",1963,97.6508010599,NA,NA,NA
"17","Barbados","BRB",1963,467.1731385913,NA,NA,NA
"18","Belarus","BLR",1963,NA,NA,NA,NA
"19","Belgium","BEL",1963,1536.143206681,NA,NA,NA
"20","Belize","BLZ",1963,333.521102817,NA,NA,NA
"21","Benin","BEN",1963,100.6881869044,NA,NA,NA
"22","Bermuda","BMU",1963,2020.2652475245,NA,NA,NA
"23","Bhutan","BTN",1963,NA,NA,NA,NA
"24","Bolivia","BOL",1963,201.0544653239,NA,NA,NA
"25","Bosnia and Herzegovina","BIH",1963,NA,NA,NA,NA
"26","Botswana","BWA",1963,67.6000800285,NA,NA,NA
"27","Brazil","BRA",1963,NA,NA,NA,NA
"28","Brunei Darussalam","BRN",1963,NA,NA,NA,NA
"29","Bulgaria","BGR",1963,NA,NA,NA,NA
"30","Burkina Faso","BFA",1963,77.0777252249,NA,NA,NA
"31","Burundi","BDI",1963,75.1084589003,NA,NA,NA
"32","Cambodia","KHM",1963,124.8379169663,NA,NA,NA
"33","Cameroon","CMR",1963,125.2861228084,NA,NA,NA
"34","Canada","CAN",1963,2354.8391219798,NA,NA,NA
"35","Cape Verde","CPV",1963,NA,NA,NA,NA
"36","Cayman Islands","CYM",1963,NA,NA,NA,NA
"37","Central African Republic","CAF",1963,81.5873841232,NA,NA,NA
"38","Chad","TCD",1963,118.0210649772,NA,NA,NA
"39","Channel Islands","CHI",1963,NA,NA,NA,NA
"40","Chile","CHL",1963,664.227150893,NA,NA,NA
"41","China","CHN",1963,73.68876603,NA,NA,NA
"42","Colombia","COL",1963,276.5717139988,NA,NA,NA
"43","Comoros","COM",1963,NA,NA,NA,NA
"44","Congo, Dem. Rep.","COD",1963,369.8178792509,NA,NA,NA
"45","Congo, Rep.","COG",1963,157.1084423434,NA,NA,NA
"46","Costa Rica","CRI",1963,345.5124220503,NA,NA,NA
"47","Cote d'Ivoire","CIV",1963,186.2842995121,NA,NA,NA
"48","Croatia","HRV",1963,NA,NA,NA,NA
"49","Cuba","CUB",1963,NA,NA,NA,NA
"50","Curacao","CUW",1963,NA,NA,NA,NA
"51","Cyprus","CYP",1963,NA,NA,NA,NA
"52","Czech Republic","CZE",1963,NA,NA,NA,NA
"53","Denmark","DNK",1963,1775.5534555452,NA,NA,NA
"54","Djibouti","DJI",1963,NA,NA,NA,NA
"55","Dominica","DMA",1963,NA,NA,NA,NA
