"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"1","Afghanistan","AFG",1973,134.205675295,NA,NA,NA
"2","Albania","ALB",1973,NA,NA,NA,NA
"3","Algeria","DZA",1973,578.9856049013,NA,NA,NA
"4","American Samoa","ASM",1973,NA,NA,NA,NA
"5","Andorra","AND",1973,5319.3814264826,NA,NA,NA
"6","Angola","AGO",1973,NA,NA,NA,NA
"7","Antigua and Barbuda","ATG",1973,NA,NA,NA,NA
"8","Argentina","ARG",1973,2083.2422311568,NA,NA,NA
"9","Armenia","ARM",1973,NA,NA,NA,NA
"10","Aruba","ABW",1973,NA,NA,NA,NA
"11","Australia","AUS",1973,4800.0160871926,NA,NA,NA
"12","Austria","AUT",1973,3879.3751936616,NA,NA,NA
"13","Azerbaijan","AZE",1973,NA,NA,NA,NA
"14","Bahamas, The","BHS",1973,3696.62222712,NA,NA,NA
"15","Bahrain","BHR",1973,NA,NA,NA,NA
"16","Bangladesh","BGD",1973,117.0264651973,NA,NA,NA
"17","Barbados","BRB",1973,1172.0941353864,NA,NA,NA
"18","Belarus","BLR",1973,NA,NA,NA,NA
"19","Belgium","BEL",1973,4836.7277323291,NA,NA,NA
"20","Belize","BLZ",1973,628.4050927219,NA,NA,NA
"21","Benin","BEN",1973,166.1639923043,NA,NA,NA
"22","Bermuda","BMU",1973,5009.2936802974,NA,NA,NA
"23","Bhutan","BTN",1973,NA,NA,NA,NA
"24","Bolivia","BOL",1973,278.4739258637,NA,NA,NA
"25","Bosnia and Herzegovina","BIH",1973,NA,NA,NA,NA
"26","Botswana","BWA",1973,319.1268383083,NA,NA,NA
"27","Brazil","BRA",1973,767.8924702987,NA,NA,NA
"28","Brunei Darussalam","BRN",1973,3017.0535540674,NA,NA,NA
"29","Bulgaria","BGR",1973,NA,NA,NA,NA
"30","Burkina Faso","BFA",1973,109.4719139867,NA,NA,NA
"31","Burundi","BDI",1973,84.487119428,NA,NA,NA
"32","Cambodia","KHM",1973,98.1382984587,NA,NA,NA
"33","Cameroon","CMR",1973,237.4170594695,NA,NA,NA
"34","Canada","CAN",1973,5764.2611070323,NA,NA,NA
"35","Cape Verde","CPV",1973,NA,NA,NA,NA
"36","Cayman Islands","CYM",1973,NA,NA,NA,NA
"37","Central African Republic","CAF",1973,139.9727063448,NA,NA,NA
"38","Chad","TCD",1973,164.7102957306,NA,NA,NA
"39","Channel Islands","CHI",1973,NA,NA,NA,NA
"40","Chile","CHL",1973,1623.2458783831,NA,NA,NA
"41","China","CHN",1973,155.0784419874,NA,NA,NA
"42","Colombia","COL",1973,450.5071761359,NA,NA,NA
"43","Comoros","COM",1973,NA,NA,NA,NA
"44","Congo, Dem. Rep.","COD",1973,357.2077202079,NA,NA,NA
"45","Congo, Rep.","COG",1973,370.3969087502,NA,NA,NA
"46","Costa Rica","CRI",1973,782.781435417,NA,NA,NA
"47","Cote d'Ivoire","CIV",1973,406.2381742129,NA,NA,NA
"48","Croatia","HRV",1973,NA,NA,NA,NA
"49","Cuba","CUB",1973,1090.2849219638,NA,NA,NA
"50","Curacao","CUW",1973,NA,NA,NA,NA
"51","Cyprus","CYP",1973,NA,NA,NA,NA
"52","Czech Republic","CZE",1973,NA,NA,NA,NA
"53","Denmark","DNK",1973,5966.1121119146,NA,NA,NA
"54","Djibouti","DJI",1973,NA,NA,NA,NA
"55","Dominica","DMA",1973,NA,NA,NA,NA
"56","Dominican Republic","DOM",1973,479.3416955944,NA,NA,NA
"57","Ecuador","ECU",1973,397.9028031217,NA,NA,NA
"58","Egypt, Arab Rep.","EGY",1973,250.3749942064,NA,NA,NA
"59","El Salvador","SLV",1973,357.1924695172,NA,NA,NA
"60","Equatorial Guinea","GNQ",1973,309.490644812,NA,NA,NA
"61","Eritrea","ERI",1973,NA,NA,NA,NA
"62","Estonia","EST",1973,NA,NA,NA,NA
"63","Ethiopia","ETH",1973,NA,NA,NA,NA
"64","Faeroe Islands","FRO",1973,NA,NA,NA,NA
"65","Fiji","FJI",1973,768.6829565419,NA,NA,NA
"66","Finland","FIN",1973,4122.0460443648,NA,NA,NA
"67","France","FRA",1973,4917.8867375275,NA,NA,NA
"68","French Polynesia","PYF",1973,3533.6821481836,NA,NA,NA
"69","Gabon","GAB",1973,1279.3460350275,NA,NA,NA
"70","Gambia, The","GMB",1973,149.1385306868,NA,NA,NA
"71","Georgia","GEO",1973,NA,NA,NA,NA
"72","Germany","DEU",1973,4882.6169288209,NA,NA,NA
"73","Ghana","GHA",1973,261.3097960466,NA,NA,NA
"74","Gibraltar","GIB",1973,NA,NA,NA,NA
"75","Greece","GRC",1973,2408.4874397836,NA,NA,NA
"76","Greenland","GRL",1973,2860.2806882004,NA,NA,NA
"77","Grenada","GRD",1973,NA,NA,NA,NA
"78","Guam","GUM",1973,NA,NA,NA,NA
"79","Guatemala","GTM",1973,434.7057552149,NA,NA,NA
"80","Guinea","GIN",1973,NA,NA,NA,NA
"81","Guinea-Bissau","GNB",1973,137.9863689637,NA,NA,NA
"82","Guyana","GUY",1973,414.9460559098,NA,NA,NA
"83","Haiti","HTI",1973,NA,NA,NA,NA
"84","Honduras","HND",1973,312.0598990875,NA,NA,NA
"85","Hong Kong SAR, China","HKG",1973,1891.2113802196,NA,NA,NA
"86","Hungary","HUN",1973,839.5298565485,NA,NA,NA
"87","Iceland","ISL",1973,5364.8004768793,NA,NA,NA
"88","India","IND",1973,145.4165619193,NA,NA,NA
"89","Indonesia","IDN",1973,134.504721479,NA,NA,NA
"90","Iran, Islamic Rep.","IRN",1973,831.746500074,NA,NA,NA
"91","Iraq","IRQ",1973,586.6576549851,NA,NA,NA
"92","Ireland","IRL",1973,2362.7251517469,NA,NA,NA
"93","Isle of Man","IMN",1973,NA,NA,NA,NA
"94","Israel","ISR",1973,2819.4511843952,NA,NA,NA
"95","Italy","ITA",1973,3088.2374369599,NA,NA,NA
"96","Jamaica","JAM",1973,974.3268745846,NA,NA,NA
"97","Japan","JPN",1973,3873.4665127684,NA,NA,NA
"98","Jordan","JOR",1973,558.4736541951,NA,NA,NA
"99","Kazakhstan","KAZ",1973,NA,NA,NA,NA
"100","Kenya","KEN",1973,199.6982637305,NA,NA,NA
"101","Kiribati","KIR",1973,617.2174546835,NA,NA,NA
"102","Korea, Dem. Rep.","PRK",1973,NA,NA,NA,NA
"103","Korea, Rep.","KOR",1973,403.4641509223,NA,NA,NA
"104","Kosovo","KSV",1973,NA,NA,NA,NA
"105","Kuwait","KWT",1973,5811.2698048814,NA,NA,NA
"106","Kyrgyz Republic","KGZ",1973,NA,NA,NA,NA
"107","Lao PDR","LAO",1973,NA,NA,NA,NA
"108","Latvia","LVA",1973,NA,NA,NA,NA
"109","Lebanon","LBN",1973,NA,NA,NA,NA
"110","Lesotho","LSO",1973,110.2804436249,NA,NA,NA
"111","Liberia","LBR",1973,268.7530011936,NA,NA,NA
"112","Libya","LBY",1973,NA,NA,NA,NA
"113","Liechtenstein","LIE",1973,7354.0244655474,NA,NA,NA
"114","Lithuania","LTU",1973,NA,NA,NA,NA
"115","Luxembourg","LUX",1973,7336.9987810859,NA,NA,NA
"116","Macao SAR, China","MAC",1973,NA,NA,NA,NA
"117","Macedonia, FYR","MKD",1973,NA,NA,NA,NA
"118","Madagascar","MDG",1973,232.8182866664,NA,NA,NA
"119","Malawi","MWI",1973,89.4119034057,NA,NA,NA
"120","Malaysia","MYS",1973,694.0905576647,NA,NA,NA
"121","Maldives","MDV",1973,NA,NA,NA,NA
"122","Mali","MLI",1973,88.5636997648,NA,NA,NA
"123","Malta","MLT",1973,1072.0739867682,NA,NA,NA
"124","Marshall Islands","MHL",1973,NA,NA,NA,NA
"125","Mauritania","MRT",1973,269.7385551443,NA,NA,NA
"126","Mauritius","MUS",1973,NA,NA,NA,NA
"127","Mayotte","MYT",1973,NA,NA,NA,NA
"128","Mexico","MEX",1973,973.5726642107,NA,NA,NA
"129","Micronesia, Fed. Sts.","FSM",1973,NA,NA,NA,NA
"130","Moldova","MDA",1973,NA,NA,NA,NA
"131","Monaco","MCO",1973,21278.3099012041,NA,NA,NA
"132","Mongolia","MNG",1973,NA,NA,NA,NA
"133","Montenegro","MNE",1973,NA,NA,NA,NA
"134","Morocco","MAR",1973,376.8615187074,NA,NA,NA
"135","Mozambique","MOZ",1973,NA,NA,NA,NA
"136","Myanmar","MMR",1973,NA,NA,NA,NA
"137","Namibia","NAM",1973,NA,NA,NA,NA
"138","Nepal","NPL",1973,76.1624965516,NA,NA,NA
"139","Netherlands","NLD",1973,4981.0791023,NA,NA,NA
"140","New Caledonia","NCL",1973,4361.7518661078,NA,NA,NA
"141","New Zealand","NZL",1973,4285.0612282401,NA,NA,NA
"142","Nicaragua","NIC",1973,415.8142638504,NA,NA,NA
"143","Niger","NER",1973,197.9949927783,NA,NA,NA
"144","Nigeria","NGA",1973,245.6707161897,NA,NA,NA
"145","Northern Mariana Islands","MNP",1973,NA,NA,NA,NA
"146","Norway","NOR",1973,5640.4727738939,NA,NA,NA
"147","Oman","OMN",1973,589.5554421962,NA,NA,NA
"148","Pakistan","PAK",1973,97.9813726358,NA,NA,NA
"149","Palau","PLW",1973,NA,NA,NA,NA
"150","Panama","PAN",1973,879.5184252153,NA,NA,NA
"151","Papua New Guinea","PNG",1973,489.7654429232,NA,NA,NA
"152","Paraguay","PRY",1973,372.9582115608,NA,NA,NA
"153","Peru","PER",1973,746.6912431493,NA,NA,NA
"154","Philippines","PHL",1973,260.987462595,NA,NA,NA
"155","Poland","POL",1973,NA,NA,NA,NA
"156","Portugal","PRT",1973,1722.8079251317,NA,NA,NA
"157","Puerto Rico","PRI",1973,2432.3797868101,NA,NA,NA
"158","Qatar","QAT",1973,5636.5417732403,NA,NA,NA
"159","Romania","ROU",1973,NA,NA,NA,NA
"160","Russian Federation","RUS",1973,NA,NA,NA,NA
"161","Rwanda","RWA",1973,70.52617799,NA,NA,NA
"162","Samoa","WSM",1973,NA,NA,NA,NA
"163","San Marino","SMR",1973,NA,NA,NA,NA
"164","Sao Tome and Principe","STP",1973,NA,NA,NA,NA
"165","Saudi Arabia","SAU",1973,2180.6946121396,NA,NA,NA
"166","Senegal","SEN",1973,326.1648366822,NA,NA,NA
"167","Serbia","SRB",1973,NA,NA,NA,NA
"168","Seychelles","SYC",1973,644.0943512167,NA,NA,NA
"169","Sierra Leone","SLE",1973,210.060864536,NA,NA,NA
"170","Singapore","SGP",1973,1927.755779478,NA,NA,NA
"171","Sint Maarten (Dutch part)","SXM",1973,NA,NA,NA,NA
"172","Slovak Republic","SVK",1973,NA,NA,NA,NA
"173","Slovenia","SVN",1973,NA,NA,NA,NA
"174","Solomon Islands","SLB",1973,308.9104369602,NA,NA,NA
"175","Somalia","SOM",1973,136.1107786513,NA,NA,NA
"176","South Africa","ZAF",1973,1202.1998709521,NA,NA,NA
"177","South Sudan","SSD",1973,NA,NA,NA,NA
"178","Spain","ESP",1973,2193.4659752846,NA,NA,NA
"179","Sri Lanka","LKA",1973,216.0313782173,NA,NA,NA
"180","St. Kitts and Nevis","KNA",1973,548.6625506289,NA,NA,NA
"181","St. Lucia","LCA",1973,NA,NA,NA,NA
"182","St. Martin (French part)","MAF",1973,NA,NA,NA,NA
"183","St. Vincent and the Grenadines","VCT",1973,322.6001608762,NA,NA,NA
"184","Sudan","SDN",1973,190.021894495,NA,NA,NA
"185","Suriname","SUR",1973,924.9361460435,NA,NA,NA
"186","Swaziland","SWZ",1973,456.0630044835,NA,NA,NA
"187","Sweden","SWE",1973,6789.0172745008,NA,NA,NA
"188","Switzerland","CHE",1973,7046.6642062061,NA,NA,NA
"189","Syrian Arab Republic","SYR",1973,459.2177933139,NA,NA,NA
"190","Tajikistan","TJK",1973,NA,NA,NA,NA
"191","Tanzania","TZA",1973,NA,NA,NA,NA
"192","Thailand","THA",1973,269.4868624115,NA,NA,NA
"193","Timor-Leste","TLS",1973,NA,NA,NA,NA
"194","Togo","TGO",1973,178.556018281,NA,NA,NA
"195","Tonga","TON",1973,NA,NA,NA,NA
"196","Trinidad and Tobago","TTO",1973,1318.8781378549,NA,NA,NA
"197","Tunisia","TUN",1973,506.7609949239,NA,NA,NA
"198","Turkey","TUR",1973,679.0146468878,NA,NA,NA
"199","Turkmenistan","TKM",1973,NA,NA,NA,NA
"200","Turks and Caicos Islands","TCA",1973,NA,NA,NA,NA
"201","Tuvalu","TUV",1973,NA,NA,NA,NA
"202","Uganda","UGA",1973,165.2821024672,NA,NA,NA
"203","Ukraine","UKR",1973,NA,NA,NA,NA
"204","United Arab Emirates","ARE",1973,7445.1877465565,NA,NA,NA
"205","United Kingdom","GBR",1973,3255.6562364699,NA,NA,NA
"206","United States","USA",1973,6461.7359338207,NA,NA,NA
"207","Uruguay","URY",1973,1405.0974837816,NA,NA,NA
"208","Uzbekistan","UZB",1973,NA,NA,NA,NA
"209","Vanuatu","VUT",1973,NA,NA,NA,NA
"210","Venezuela, RB","VEN",1973,1644.1035956519,NA,NA,NA
"211","Vietnam","VNM",1973,NA,NA,NA,NA
"212","Virgin Islands (U.S.)","VIR",1973,4185.7142857143,NA,NA,NA
"213","West Bank and Gaza","PSE",1973,NA,NA,NA,NA
"214","Yemen, Rep.","YEM",1973,NA,NA,NA,NA
"215","Zambia","ZMB",1973,531.5451013097,NA,NA,NA
"216","Zimbabwe","ZWE",1973,573.724790863,NA,NA,NA
