"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"1","Afghanistan","AFG",1993,NA,59,NA,NA
"2","Albania","ALB",1993,380.8089108513,60.8,NA,NA
"3","Algeria","DZA",1993,1838.3008831956,51.1,NA,NA
"4","American Samoa","ASM",1993,NA,NA,NA,NA
"5","Andorra","AND",1993,16599.4873320809,NA,NA,NA
"6","Angola","AGO",1993,464.8009365617,82.8,NA,NA
"7","Antigua and Barbuda","ATG",1993,6998.0229781474,NA,NA,NA
"8","Argentina","ARG",1993,6967.0213531906,58.1,NA,NA
"9","Armenia","ARM",1993,356.4333076654,62.5,NA,NA
"10","Aruba","ABW",1993,14926.2161172138,NA,NA,NA
"11","Australia","AUS",1993,17861.1921573404,62.6,NA,NA
"12","Austria","AUT",1993,23747.5951661671,57,NA,NA
"13","Azerbaijan","AZE",1993,530.0903798068,64.8,NA,NA
"14","Bahamas, The","BHS",1993,11422.1964455248,72.3,NA,NA
"15","Bahrain","BHR",1993,9768.289341468,65.4,NA,NA
"16","Bangladesh","BGD",1993,294.4329053301,74.4,NA,NA
"17","Barbados","BRB",1993,6266.9758263317,69.5,NA,NA
"18","Belarus","BLR",1993,1590.0354090294,64.3,NA,NA
"19","Belgium","BEL",1993,21983.4192121351,49.5,NA,NA
"20","Belize","BLZ",1993,2730.5348941955,59.1,NA,NA
"21","Benin","BEN",1993,398.1187759804,72.9,NA,NA
"22","Bermuda","BMU",1993,29841.9661639344,NA,NA,NA
"23","Bhutan","BTN",1993,425.677945355,54.6,NA,NA
"24","Bolivia","BOL",1993,803.3818473311,70.2,NA,NA
"25","Bosnia and Herzegovina","BIH",1993,NA,56.4,NA,NA
"26","Botswana","BWA",1993,2762.4135298598,73.4,NA,NA
"27","Brazil","BRA",1993,2791.9686837855,68.3,NA,NA
"28","Brunei Darussalam","BRN",1993,14964.0674552028,66,NA,NA
"29","Bulgaria","BGR",1993,1278.5646266296,56.8,NA,NA
"30","Burkina Faso","BFA",1993,230.4676708936,84,NA,NA
"31","Burundi","BDI",1993,158.1975830385,90.6,NA,NA
"32","Cambodia","KHM",1993,240.4089699483,81.1,NA,NA
"33","Cameroon","CMR",1993,1022.3304940636,65.7,NA,NA
"34","Canada","CAN",1993,19549.0170997903,65,NA,NA
"35","Cape Verde","CPV",1993,969.1249584127,61.5,NA,NA
"36","Cayman Islands","CYM",1993,NA,NA,NA,NA
"37","Central African Republic","CAF",1993,410.2657446561,78.5,NA,NA
"38","Chad","TCD",1993,222.2844612966,72.6,NA,NA
"39","Channel Islands","CHI",1993,NA,NA,NA,NA
"40","Chile","CHL",1993,3423.9828611924,56.5,NA,NA
"41","China","CHN",1993,373.8000228816,79,NA,NA
"42","Colombia","COL",1993,1587.72522624,54.2,NA,NA
"43","Comoros","COM",1993,559.8644279376,76,NA,NA
"44","Congo, Dem. Rep.","COD",1993,260.6458119366,69.6,NA,NA
"45","Congo, Rep.","COG",1993,741.4103543097,71.8,NA,NA
"46","Costa Rica","CRI",1993,2917.6777296821,58.5,NA,NA
"47","Cote d'Ivoire","CIV",1993,799.1966531072,66.8,NA,NA
"48","Croatia","HRV",1993,2349.6986021305,56.4,NA,NA
"49","Cuba","CUB",1993,2072.8048828156,54.8,NA,NA
"50","Curacao","CUW",1993,NA,NA,NA,NA
"51","Cyprus","CYP",1993,10523.6627725644,59.9,NA,NA
"52","Czech Republic","CZE",1993,3327.9141784389,61.5,NA,NA
"53","Denmark","DNK",1993,27100.9113576786,67.3,NA,NA
"54","Djibouti","DJI",1993,772.1992256878,67,NA,NA
"55","Dominica","DMA",1993,2815.6180589353,NA,NA,NA
"56","Dominican Republic","DOM",1993,1700.4689771141,64.5,NA,NA
"57","Ecuador","ECU",1993,1375.2369590387,56.5,NA,NA
"58","Egypt, Arab Rep.","EGY",1993,776.046366961,50.1,NA,NA
