"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"1","Afghanistan","AFG",2010,NA,NA,NA,103
"2","Albania","ALB",2010,3678.231747851,NA,NA,16.4
"3","Algeria","DZA",2010,4494.8867276744,NA,NA,30.5
"4","American Samoa","ASM",2010,NA,NA,NA,NA
"5","Andorra","AND",2010,NA,NA,NA,3.1
"6","Angola","AGO",2010,4422.5428236299,NA,NA,97.9
"7","Antigua and Barbuda","ATG",2010,11441.5678219083,NA,NA,6.8
"8","Argentina","ARG",2010,9123.7386625704,NA,NA,12.3
"9","Armenia","ARM",2010,2996.3062739742,NA,NA,17.5
"10","Aruba","ABW",2010,NA,NA,NA,NA
"11","Australia","AUS",2010,NA,NA,NA,4.1
"12","Austria","AUT",2010,44862.6771118263,NA,NA,3.5
"13","Azerbaijan","AZE",2010,5646.832272935,NA,NA,39.4
"14","Bahamas, The","BHS",2010,21984.5600608965,NA,NA,14
"15","Bahrain","BHR",2010,NA,NA,NA,8.7
"16","Bangladesh","BGD",2010,673.0411676147,NA,NA,38
"17","Barbados","BRB",2010,11718.3927179866,NA,NA,17.3
"18","Belarus","BLR",2010,5765.0417128991,NA,NA,4
"19","Belgium","BEL",2010,42969.4540891266,NA,NA,3.5
"20","Belize","BLZ",2010,4152.8865680302,NA,NA,14.2
"21","Benin","BEN",2010,749.5069821775,NA,NA,73.2
"22","Bermuda","BMU",2010,NA,NA,NA,NA
"23","Bhutan","BTN",2010,2088.4345887475,NA,NA,43.7
"24","Bolivia","BOL",2010,1992.5944672038,NA,NA,41.7
"25","Bosnia and Herzegovina","BIH",2010,4491.2076676513,NA,NA,7.5
"26","Botswana","BWA",2010,7402.9309869979,NA,NA,36.1
"27","Brazil","BRA",2010,10710.0659674509,NA,NA,17.3
"28","Brunei Darussalam","BRN",2010,NA,NA,NA,5.8
"29","Bulgaria","BGR",2010,6325.3923412823,NA,NA,10.7
"30","Burkina Faso","BFA",2010,535.5799289194,NA,NA,92.6
"31","Burundi","BDI",2010,192.1238139995,NA,NA,87.8
"32","Cambodia","KHM",2010,802.3224943934,NA,NA,42.9
"33","Cameroon","CMR",2010,1142.5917702558,NA,NA,84.4
"34","Canada","CAN",2010,46148.0444934646,NA,NA,5.2
"35","Cape Verde","CPV",2010,3322.7672631941,NA,NA,29.2
"36","Cayman Islands","CYM",2010,NA,NA,NA,NA
"37","Central African Republic","CAF",2010,457.3941404257,NA,NA,106
"38","Chad","TCD",2010,675.8290360948,NA,NA,98.9
"39","Channel Islands","CHI",2010,NA,NA,NA,NA
"40","Chile","CHL",2010,11887.7119848977,NA,NA,7.7
"41","China","CHN",2010,4392.6110681059,NA,NA,15.8
"42","Colombia","COL",2010,6225.0778401946,NA,NA,16.5
"43","Comoros","COM",2010,736.4375815491,NA,NA,62.8
"44","Congo, Dem. Rep.","COD",2010,199.2717696327,NA,NA,111.7
"45","Congo, Rep.","COG",2010,2942.8438707112,NA,NA,60.8
"46","Costa Rica","CRI",2010,7419.0242672176,NA,NA,8.7
"47","Cote d'Ivoire","CIV",2010,1154.1448656834,NA,NA,85.9
"48","Croatia","HRV",2010,13754.4393837742,NA,NA,4.7
"49","Cuba","CUB",2010,NA,NA,NA,4.6
"50","Curacao","CUW",2010,NA,NA,NA,NA
"51","Cyprus","CYP",2010,NA,NA,NA,3.2
"52","Czech Republic","CZE",2010,18256.526506592,NA,NA,3.1
"53","Denmark","DNK",2010,55987.9220427744,NA,NA,3.3
"54","Djibouti","DJI",2010,NA,NA,NA,73
"55","Dominica","DMA",2010,5649.327471427,NA,NA,11.3
"56","Dominican Republic","DOM",2010,5195.4464710533,NA,NA,22.3
"57","Ecuador","ECU",2010,4072.6624932534,NA,NA,17.6
"58","Egypt, Arab Rep.","EGY",2010,2698.5887074956,NA,NA,18.6
"59","El Salvador","SLV",2010,3519.4163757178,NA,NA,13.9
"60","Equatorial Guinea","GNQ",2010,19997.8375965844,NA,NA,80.5
"61","Eritrea","ERI",2010,402.9574968234,NA,NA,42.3
"62","Estonia","EST",2010,13939.4348910709,NA,NA,4.3
"63","Ethiopia","ETH",2010,358.2540522513,NA,NA,67.8
"64","Faeroe Islands","FRO",2010,NA,NA,NA,NA
"65","Fiji","FJI",2010,3496.8218199897,NA,NA,14.9
"66","Finland","FIN",2010,44522.3834674674,NA,NA,2.4
"67","France","FRA",2010,39459.5473963503,NA,NA,3.4
"68","French Polynesia","PYF",2010,NA,NA,NA,NA
"69","Gabon","GAB",2010,8642.803705167,NA,NA,54.4
"70","Gambia, The","GMB",2010,466.6319992724,NA,NA,56.9
"71","Georgia","GEO",2010,2620.2338357248,NA,NA,20
"72","Germany","DEU",2010,40508.8681642378,NA,NA,3.4
"73","Ghana","GHA",2010,1283.4584495477,NA,NA,50
"74","Gibraltar","GIB",2010,NA,NA,NA,NA
"75","Greece","GRC",2010,26933.8081660494,NA,NA,3.2
"76","Greenland","GRL",2010,NA,NA,NA,NA
"77","Grenada","GRD",2010,6008.8991048034,NA,NA,9
"78","Guam","GUM",2010,NA,NA,NA,NA
"79","Guatemala","GTM",2010,2862.6214158052,NA,NA,24.8
"80","Guinea","GIN",2010,451.8909177857,NA,NA,81.2
"81","Guinea-Bissau","GNB",2010,579.7939129926,NA,NA,92
"82","Guyana","GUY",2010,2945.1594412742,NA,NA,25.3
"83","Haiti","HTI",2010,671.4336437797,NA,NA,70.4
"84","Honduras","HND",2010,2026.2210720707,NA,NA,20.3
"85","Hong Kong SAR, China","HKG",2010,31757.8113753992,NA,NA,NA
"86","Hungary","HUN",2010,13030.5430368054,NA,NA,5.4
"87","Iceland","ISL",2010,39678.8399609226,NA,NA,1.6
"88","India","IND",2010,1476.6027254678,NA,NA,48.2
"89","Indonesia","IDN",2010,2945.5766910681,NA,NA,27.2
"90","Iran, Islamic Rep.","IRN",2010,NA,NA,NA,21.8
"91","Iraq","IRQ",2010,2564.7268587414,NA,NA,31.4
"92","Ireland","IRL",2010,45497.1266648523,NA,NA,3.2
"93","Isle of Man","IMN",2010,NA,NA,NA,NA
"94","Israel","ISR",2010,28504.1456968964,NA,NA,3.6
"95","Italy","ITA",2010,33916.8771832833,NA,NA,3.1
"96","Jamaica","JAM",2010,5178.7493152695,NA,NA,20.2
"97","Japan","JPN",2010,43136.8596960941,NA,NA,2.4
"98","Jordan","JOR",2010,4559.8703489334,NA,NA,18.4
"99","Kazakhstan","KAZ",2010,8763.5752256115,NA,NA,29.1
"100","Kenya","KEN",2010,775.2790327567,NA,NA,55.1
"101","Kiribati","KIR",2010,1518.6546318252,NA,NA,38.5
"102","Korea, Dem. Rep.","PRK",2010,NA,NA,NA,26.3
"103","Korea, Rep.","KOR",2010,20756.6886611475,NA,NA,4.2
"104","Kosovo","KSV",2010,3080.2911718023,NA,NA,NA
"105","Kuwait","KWT",2010,NA,NA,NA,9.6
"106","Kyrgyz Republic","KGZ",2010,860.3936645464,NA,NA,32.8
"107","Lao PDR","LAO",2010,1208.2634506129,NA,NA,42.1
"108","Latvia","LVA",2010,10704.6721589158,NA,NA,8.1
"109","Lebanon","LBN",2010,9261.7430057336,NA,NA,18.8
"110","Lesotho","LSO",2010,982.1203346151,NA,NA,64.6
"111","Liberia","LBR",2010,246.9132374366,NA,NA,73.6
"112","Libya","LBY",2010,NA,NA,NA,13.4
"113","Liechtenstein","LIE",2010,NA,NA,NA,1.8
"114","Lithuania","LTU",2010,10933.4975216064,NA,NA,5.4
"115","Luxembourg","LUX",2010,108921.021327425,NA,NA,2.1
"116","Macao SAR, China","MAC",2010,NA,NA,NA,NA
"117","Macedonia, FYR","MKD",2010,4425.1271132972,NA,NA,10.4
"118","Madagascar","MDG",2010,421.0012433571,NA,NA,43.1
"119","Malawi","MWI",2010,342.682873179,NA,NA,58.1
"120","Malaysia","MYS",2010,8373.0751775078,NA,NA,5.4
"121","Maldives","MDV",2010,4684.5568798772,NA,NA,13.6
"122","Mali","MLI",2010,601.9195565069,NA,NA,99.2
"123","Malta","MLT",2010,NA,NA,NA,5.2
"124","Marshall Islands","MHL",2010,2883.1562974203,NA,NA,22.2
"125","Mauritania","MRT",2010,1051.0218259977,NA,NA,75.3
"126","Mauritius","MUS",2010,7593.3678749447,NA,NA,13
"127","Mayotte","MYT",2010,NA,NA,NA,NA
"128","Mexico","MEX",2010,9166.2280559485,NA,NA,14.1
"129","Micronesia, Fed. Sts.","FSM",2010,2587.544478859,NA,NA,33.9
"130","Moldova","MDA",2010,1630.7397748856,NA,NA,16.3
"131","Monaco","MCO",2010,NA,NA,NA,3.4
"132","Mongolia","MNG",2010,2207.2008918861,NA,NA,26.2
"133","Montenegro","MNE",2010,6340.0959087951,NA,NA,7.2
"134","Morocco","MAR",2010,2807.5943263538,NA,NA,30.4
"135","Mozambique","MOZ",2010,409.8277900865,NA,NA,92.2
"136","Myanmar","MMR",2010,NA,NA,NA,50.4
"137","Namibia","NAM",2010,5330.1758655469,NA,NA,29.3
"138","Nepal","NPL",2010,524.0784873008,NA,NA,41.4
"139","Netherlands","NLD",2010,47158.8731154069,NA,NA,3.6
"140","New Caledonia","NCL",2010,NA,NA,NA,NA
"141","New Zealand","NZL",2010,NA,NA,NA,4.8
"142","Nicaragua","NIC",2010,1131.8241091789,NA,NA,22.6
"143","Niger","NER",2010,357.7121525555,NA,NA,72.5
"144","Nigeria","NGA",2010,1222.4772641353,NA,NA,88.4
"145","Northern Mariana Islands","MNP",2010,NA,NA,NA,NA
"146","Norway","NOR",2010,84839.5918203536,NA,NA,2.8
"147","Oman","OMN",2010,NA,NA,NA,7.8
"148","Pakistan","PAK",2010,1006.9459277804,NA,NA,69.7
"149","Palau","PLW",2010,8287.6944452073,NA,NA,14.9
"150","Panama","PAN",2010,7614.0092469902,NA,NA,17.2
"151","Papua New Guinea","PNG",2010,1382.2805879516,NA,NA,46.9
"152","Paraguay","PRY",2010,2862.2823280512,NA,NA,20.8
"153","Peru","PER",2010,5291.0382317134,NA,NA,14.9
"154","Philippines","PHL",2010,2140.1215913223,NA,NA,23.2
"155","Poland","POL",2010,12270.6458450961,NA,NA,5.2
"156","Portugal","PRT",2010,21473.4153874294,NA,NA,3
"157","Puerto Rico","PRI",2010,NA,NA,NA,NA
"158","Qatar","QAT",2010,NA,NA,NA,6.7
"159","Romania","ROU",2010,7537.7097392228,NA,NA,11.3
"160","Russian Federation","RUS",2010,10439.6424272186,NA,NA,9.1
"161","Rwanda","RWA",2010,529.7124180034,NA,NA,59.1
"162","Samoa","WSM",2010,3087.1755012776,NA,NA,17.3
"163","San Marino","SMR",2010,NA,NA,NA,1.7
"164","Sao Tome and Principe","STP",2010,1189.9043487427,NA,NA,53.1
"165","Saudi Arabia","SAU",2010,15835.9360041838,NA,NA,15
"166","Senegal","SEN",2010,1041.8455255143,NA,NA,49.8
"167","Serbia","SRB",2010,5365.5032334471,NA,NA,6.1
"168","Seychelles","SYC",2010,10824.7236573411,NA,NA,11.7
"169","Sierra Leone","SLE",2010,324.6703633579,NA,NA,113.7
"170","Singapore","SGP",2010,43866.9192545176,NA,NA,2.1
"171","Sint Maarten (Dutch part)","SXM",2010,NA,NA,NA,NA
"172","Slovak Republic","SVK",2010,16386.346013702,NA,NA,6.7
"173","Slovenia","SVN",2010,23266.9851522136,NA,NA,2.3
"174","Solomon Islands","SLB",2010,1261.0387508395,NA,NA,22.5
"175","Somalia","SOM",2010,NA,NA,NA,108.3
"176","South Africa","ZAF",2010,7275.3439643846,NA,NA,40.7
"177","South Sudan","SSD",2010,NA,NA,NA,NA
"178","Spain","ESP",2010,30541.6064566988,NA,NA,3.9
"179","Sri Lanka","LKA",2010,2375.4493015541,NA,NA,14.2
"180","St. Kitts and Nevis","KNA",2010,10037.9261747148,NA,NA,6.5
"181","St. Lucia","LCA",2010,5356.0664112388,NA,NA,14
"182","St. Martin (French part)","MAF",2010,NA,NA,NA,NA
"183","St. Vincent and the Grenadines","VCT",2010,5136.7026525487,NA,NA,19.2
"184","Sudan","SDN",2010,1424.6387579495,NA,NA,66.4
"185","Suriname","SUR",2010,NA,NA,NA,26.9
"186","Swaziland","SWZ",2010,3073.4358580218,NA,NA,55.1
"187","Sweden","SWE",2010,48832.2777816592,NA,NA,2.3
"188","Switzerland","CHE",2010,66933.6582874985,NA,NA,4.1
"189","Syrian Arab Republic","SYR",2010,2890.5804075855,NA,NA,13.8
"190","Tajikistan","TJK",2010,819.9896227849,NA,NA,52.2
"191","Tanzania","TZA",2010,527.0378467089,NA,NA,50
"192","Thailand","THA",2010,4612.7993877411,NA,NA,11.2
"193","Timor-Leste","TLS",2010,623.4685664225,NA,NA,46.4
"194","Togo","TGO",2010,523.1430942639,NA,NA,66
"195","Tonga","TON",2010,3435.3974477508,NA,NA,13.4
"196","Trinidad and Tobago","TTO",2010,15205.9422128456,NA,NA,24
"197","Tunisia","TUN",2010,4198.5245300702,NA,NA,13.8
"198","Turkey","TUR",2010,10106.3924283212,NA,NA,13.7
"199","Turkmenistan","TKM",2010,4179.6947438464,NA,NA,46.9
"200","Turks and Caicos Islands","TCA",2010,NA,NA,NA,NA
"201","Tuvalu","TUV",2010,2704.3489845984,NA,NA,26.9
"202","Uganda","UGA",2010,508.9282601932,NA,NA,63
"203","Ukraine","UKR",2010,3006.9152961652,NA,NA,11.4
"204","United Arab Emirates","ARE",2010,NA,NA,NA,6.1
"205","United Kingdom","GBR",2010,36099.7078798985,NA,NA,4.6
"206","United States","USA",2010,47184.4733779962,NA,NA,6.5
"207","Uruguay","URY",2010,11995.9667771536,NA,NA,9.2
"208","Uzbekistan","UZB",2010,1384.2721981329,NA,NA,43.8
"209","Vanuatu","VUT",2010,3041.7276965049,NA,NA,12
"210","Venezuela, RB","VEN",2010,13451.1922337274,NA,NA,15.7
"211","Vietnam","VNM",2010,1191.3503475098,NA,NA,18.6
"212","Virgin Islands (U.S.)","VIR",2010,NA,NA,NA,NA
"213","West Bank and Gaza","PSE",2010,NA,NA,NA,20.1
"214","Yemen, Rep.","YEM",2010,NA,NA,NA,57.3
"215","Zambia","ZMB",2010,1252.6957184542,NA,NA,68.9
"216","Zimbabwe","ZWE",2010,594.5215247178,NA,NA,50.9
