"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"1","Afghanistan","AFG",2003,168.6783237227,59,25.4845340061,103.9
"2","Albania","ALB",2003,1819.3978376418,60.6,113.7362786239,22.4
"3","Algeria","DZA",2003,2131.3452624287,56.4,77.3549785284,38
"4","American Samoa","ASM",2003,NA,NA,NA,NA
"5","Andorra","AND",2003,26563.2795766814,NA,1832.7229810436,3.4
"6","Angola","AGO",2003,905.0791108053,82.4,23.5432760545,112.3
"7","Antigua and Barbuda","ATG",2003,9216.1558826552,NA,463.1915866484,10.6
"8","Argentina","ARG",2003,3410.3378079266,62.7,283.1480170458,15.8
"9","Armenia","ARM",2003,917.1741484355,64.9,52.0330508664,25.2
"10","Aruba","ABW",2003,NA,NA,NA,NA
"11","Australia","AUS",2003,23546.5907195506,63.7,2339.2190552022,4.9
"12","Austria","AUT",2003,31047.1109192535,58.7,3171.0651182965,4.3
"13","Azerbaijan","AZE",2003,883.6205159452,63.9,57.4066351679,50.6
"14","Bahamas, The","BHS",2003,19156.7423697464,73.1,1151.8492030737,13.7
"15","Bahrain","BHR",2003,15062.0238199625,65,594.6772903748,9.9
"16","Bangladesh","BGD",2003,380.2787218253,70.9,10.5822980902,54.2
"17","Barbados","BRB",2003,10003.6739343901,70.7,742.7913714751,15.6
"18","Belarus","BLR",2003,1805.2960471983,59.1,121.9581511251,8.3
"19","Belgium","BEL",2003,29991.1222792889,51.2,3013.8230995751,4.2
"20","Belize","BLZ",2003,3610.5191388714,62.2,134.3840729988,19.8
"21","Benin","BEN",2003,496.5799581813,72.3,22.3865416071,83.7
"22","Bermuda","BMU",2003,66130.1237309645,NA,NA,NA
"23","Bhutan","BTN",2003,978.4428155214,58.6,51.1269323328,57.7
"24","Bolivia","BOL",2003,916.7965141934,71.3,52.2320418237,53.9
"25","Bosnia and Herzegovina","BIH",2003,2212.7006054621,61.7,177.9025919269,7.6
"26","Botswana","BWA",2003,4418.6591069476,75.4,268.5619224705,57.8
"27","Brazil","BRA",2003,3041.6777963456,68.7,213.7615179146,26.2
