"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"1","Afghanistan","AFG",1979,247.7604148386,NA,NA,NA
"2","Albania","ALB",1979,NA,NA,NA,NA
"3","Algeria","DZA",1979,1826.013005509,NA,NA,NA
"4","American Samoa","ASM",1979,NA,NA,NA,NA
"5","Andorra","AND",1979,11510.8731228476,NA,NA,NA
"6","Angola","AGO",1979,NA,NA,NA,NA
"7","Antigua and Barbuda","ATG",1979,1307.9154783653,NA,NA,NA
"8","Argentina","ARG",1979,2499.0187920391,NA,NA,NA
"9","Armenia","ARM",1979,NA,NA,NA,NA
"10","Aruba","ABW",1979,NA,NA,NA,NA
"11","Australia","AUS",1979,9341.4763601,NA,NA,NA
"12","Austria","AUT",1979,9722.8473753634,NA,NA,NA
"13","Azerbaijan","AZE",1979,NA,NA,NA,NA
"14","Bahamas, The","BHS",1979,5533.278625176,NA,NA,NA
"15","Bahrain","BHR",1979,NA,NA,NA,NA
"16","Bangladesh","BGD",1979,198.9458398526,NA,NA,NA
"17","Barbados","BRB",1979,2701.7733594444,NA,NA,NA
"18","Belarus","BLR",1979,NA,NA,NA,NA
"19","Belgium","BEL",1979,11664.8504469859,NA,NA,NA
"20","Belize","BLZ",1979,1067.7948012062,NA,NA,NA
"21","Benin","BEN",1979,337.2954724074,NA,NA,NA
"22","Bermuda","BMU",1979,9613.3828996283,NA,NA,NA
"23","Bhutan","BTN",1979,NA,NA,NA,NA
"24","Bolivia","BOL",1979,844.7958061529,NA,NA,NA
"25","Bosnia and Herzegovina","BIH",1979,NA,NA,NA,NA
"26","Botswana","BWA",1979,854.409101248,NA,NA,NA
"27","Brazil","BRA",1979,1892.1555423126,NA,NA,NA
"28","Brunei Darussalam","BRN",1979,15322.3744194543,NA,NA,NA
"29","Bulgaria","BGR",1979,NA,NA,NA,NA
"30","Burkina Faso","BFA",1979,248.2581227817,NA,NA,NA
"31","Burundi","BDI",1979,194.9326431152,NA,NA,NA
"32","Cambodia","KHM",1979,NA,NA,NA,NA
"33","Cameroon","CMR",1979,657.2280420049,NA,NA,NA
"34","Canada","CAN",1979,9831.0793706317,NA,NA,NA
"35","Cape Verde","CPV",1979,NA,NA,NA,NA
"36","Cayman Islands","CYM",1979,NA,NA,NA,NA
"37","Central African Republic","CAF",1979,316.5888524733,NA,NA,NA
"38","Chad","TCD",1979,225.2306167535,NA,NA,NA
"39","Channel Islands","CHI",1979,NA,NA,NA,NA
"40","Chile","CHL",1979,1881.2906367948,NA,NA,NA
"41","China","CHN",1979,182.2847005647,NA,NA,NA
"42","Colombia","COL",1979,1063.5287155458,NA,NA,NA
"43","Comoros","COM",1979,NA,NA,NA,NA
"44","Congo, Dem. Rep.","COD",1979,573.9075178619,NA,NA,NA
"45","Congo, Rep.","COG",1979,686.3054719774,NA,NA,NA
"46","Costa Rica","CRI",1979,1770.4600987434,NA,NA,NA
"47","Cote d'Ivoire","CIV",1979,1124.8731092478,NA,NA,NA
"48","Croatia","HRV",1979,NA,NA,NA,NA
"49","Cuba","CUB",1979,2007.7424351895,NA,NA,NA
"50","Curacao","CUW",1979,NA,NA,NA,NA
"51","Cyprus","CYP",1979,NA,NA,NA,NA
"52","Czech Republic","CZE",1979,NA,NA,NA,NA
"53","Denmark","DNK",1979,13515.8893747179,NA,NA,NA
"54","Djibouti","DJI",1979,NA,NA,NA,NA
"55","Dominica","DMA",1979,591.2321549611,NA,NA,NA
"56","Dominican Republic","DOM",1979,971.2059601962,NA,NA,NA
"57","Ecuador","ECU",1979,1238.8537090515,NA,NA,NA
"58","Egypt, Arab Rep.","EGY",1979,413.2746673638,NA,NA,NA
"59","El Salvador","SLV",1979,756.4312864906,NA,NA,NA
"60","Equatorial Guinea","GNQ",1979,NA,NA,NA,NA
"61","Eritrea","ERI",1979,NA,NA,NA,NA
"62","Estonia","EST",1979,NA,NA,NA,NA
"63","Ethiopia","ETH",1979,NA,NA,NA,NA
"64","Faeroe Islands","FRO",1979,NA,NA,NA,NA
"65","Fiji","FJI",1979,1640.5701081385,NA,NA,NA
"66","Finland","FIN",1979,9216.8910235824,NA,NA,NA
"67","France","FRA",1979,11027.2258677112,NA,NA,NA
"68","French Polynesia","PYF",1979,8285.1925678513,NA,NA,NA
"69","Gabon","GAB",1979,4567.8835118875,NA,NA,NA
"70","Gambia, The","GMB",1979,340.3402229084,NA,NA,NA
"71","Georgia","GEO",1979,NA,NA,NA,NA
"72","Germany","DEU",1979,10919.9219930341,NA,NA,NA
"73","Ghana","GHA",1979,376.9785143346,NA,NA,NA
"74","Gibraltar","GIB",1979,NA,NA,NA,NA
"75","Greece","GRC",1979,5490.9969730243,NA,NA,NA
"76","Greenland","GRL",1979,8480.7619953307,NA,NA,NA
"77","Grenada","GRD",1979,884.8331612027,NA,NA,NA
"78","Guam","GUM",1979,NA,NA,NA,NA
"79","Guatemala","GTM",1979,1005.1237914481,NA,NA,NA
"80","Guinea","GIN",1979,NA,NA,NA,NA
"81","Guinea-Bissau","GNB",1979,146.4838712458,NA,NA,NA
"82","Guyana","GUY",1979,684.6613185191,NA,NA,NA
"83","Haiti","HTI",1979,NA,NA,NA,NA
"84","Honduras","HND",1979,640.4064377985,NA,NA,NA
"85","Hong Kong SAR, China","HKG",1979,4563.0745763007,NA,NA,NA
"86","Hungary","HUN",1979,1788.7826558389,NA,NA,NA
"87","Iceland","ISL",1979,12438.7735733038,NA,NA,NA
"88","India","IND",1979,224.4799363644,NA,NA,NA
"89","Indonesia","IDN",1979,373.9568778778,NA,NA,NA
"90","Iran, Islamic Rep.","IRN",1979,2314.0309932748,NA,NA,NA
"91","Iraq","IRQ",1979,2963.4465537167,NA,NA,NA
"92","Ireland","IRL",1979,5278.9029372048,NA,NA,NA
"93","Isle of Man","IMN",1979,NA,NA,NA,NA
"94","Israel","ISR",1979,4625.2866514801,NA,NA,NA
"95","Italy","ITA",1979,6735.0104053811,NA,NA,NA
"96","Jamaica","JAM",1979,1152.5200074923,NA,NA,NA
"97","Japan","JPN",1979,8821.8712818389,NA,NA,NA
"98","Jordan","JOR",1979,1555.9260960257,NA,NA,NA
"99","Kazakhstan","KAZ",1979,NA,NA,NA,NA
"100","Kenya","KEN",1979,398.0687200508,NA,NA,NA
"101","Kiribati","KIR",1979,748.7131290442,NA,NA,NA
"102","Korea, Dem. Rep.","PRK",1979,NA,NA,NA,NA
"103","Korea, Rep.","KOR",1979,1746.7303474051,NA,NA,NA
"104","Kosovo","KSV",1979,NA,NA,NA,NA
"105","Kuwait","KWT",1979,18910.9222634125,NA,NA,NA
"106","Kyrgyz Republic","KGZ",1979,NA,NA,NA,NA
"107","Lao PDR","LAO",1979,NA,NA,NA,NA
"108","Latvia","LVA",1979,NA,NA,NA,NA
"109","Lebanon","LBN",1979,NA,NA,NA,NA
"110","Lesotho","LSO",1979,227.4876414813,NA,NA,NA
"111","Liberia","LBR",1979,489.4388726532,NA,NA,NA
"112","Libya","LBY",1979,NA,NA,NA,NA
"113","Liechtenstein","LIE",1979,20268.8051249966,NA,NA,NA
"114","Lithuania","LTU",1979,NA,NA,NA,NA
"115","Luxembourg","LUX",1979,15048.7790309919,NA,NA,NA
"116","Macao SAR, China","MAC",1979,NA,NA,NA,NA
"117","Macedonia, FYR","MKD",1979,NA,NA,NA,NA
"118","Madagascar","MDG",1979,413.1496843406,NA,NA,NA
"119","Malawi","MWI",1979,174.7790112158,NA,NA,NA
"120","Malaysia","MYS",1979,1599.7658924306,NA,NA,NA
"121","Maldives","MDV",1979,NA,NA,NA,NA
"122","Mali","MLI",1979,224.5105769039,NA,NA,NA
"123","Malta","MLT",1979,2777.3075391429,NA,NA,NA
"124","Marshall Islands","MHL",1979,NA,NA,NA,NA
"125","Mauritania","MRT",1979,436.7771993336,NA,NA,NA
"126","Mauritius","MUS",1979,1278.3301046096,NA,NA,NA
