"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"1","Afghanistan","AFG",2006,251.1061619925,59.4,34.5719327008,103.8
"2","Albania","ALB",2006,2893.1578534896,59.9,201.7423127896,19.6
"3","Algeria","DZA",2006,3508.9087785711,57.6,149.6469876936,34.7
"4","American Samoa","ASM",2006,NA,NA,NA,NA
"5","Andorra","AND",2006,35349.4735786775,NA,2562.1802120801,3.2
"6","Angola","AGO",2006,2655.0422155779,81.7,63.828869889,105.6
"7","Antigua and Barbuda","ATG",2006,11899.4427868522,NA,608.7145969499,8.8
"8","Argentina","ARG",2006,5485.5231146994,64.5,463.2047851635,14.2
"9","Armenia","ARM",2006,2079.7336100622,65.3,86.9057953579,21.6
"10","Aruba","ABW",2006,NA,NA,NA,NA
"11","Australia","AUS",2006,36202.5332086555,64.8,3352.9668532138,4.6
"12","Austria","AUT",2006,38918.5702680671,59.7,3979.4651498044,3.9
"13","Azerbaijan","AZE",2006,2472.9974757941,63.5,149.5858859802,45.5
"14","Bahamas, The","BHS",2006,21216.7583146643,73.4,1376.6072292301,13.8
"15","Bahrain","BHR",2006,19539.9895867815,64.4,755.8714308022,9.4
"16","Bangladesh","BGD",2006,434.84084551,70.8,13.1832220407,46.6
"17","Barbados","BRB",2006,11771.8455556293,71.5,893.2372287211,16.2
"18","Belarus","BLR",2006,3797.782569611,59.4,235.0480909528,6.2
"19","Belgium","BEL",2006,37838.0187957614,53.1,3727.4168077853,3.9
"20","Belize","BLZ",2006,4025.0855382598,63.3,148.9398956365,17.1
"21","Benin","BEN",2006,601.5009282599,72.7,27.4985290328,79
"22","Bermuda","BMU",2006,84441.6457680251,NA,NA,NA
"23","Bhutan","BTN",2006,1330.6014621028,60.9,70.519942186,51.3
"24","Bolivia","BOL",2006,1230.441153534,71.5,62.903921,48.2
"25","Bosnia and Herzegovina","BIH",2006,3240.5467761844,61.3,305.4310094346,7.6
"26","Botswana","BWA",2006,5920.9563698589,75.9,396.7510390479,40
