"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"1","Afghanistan","AFG",1964,76.3730266057,NA,NA,NA
"2","Albania","ALB",1964,NA,NA,NA,NA
"3","Algeria","DZA",1964,249.6236661494,NA,NA,NA
"4","American Samoa","ASM",1964,NA,NA,NA,NA
"5","Andorra","AND",1964,NA,NA,NA,NA
"6","Angola","AGO",1964,NA,NA,NA,NA
"7","Antigua and Barbuda","ATG",1964,NA,NA,NA,NA
"8","Argentina","ARG",1964,NA,NA,NA,NA
"9","Armenia","ARM",1964,NA,NA,NA,NA
"10","Aruba","ABW",1964,NA,NA,NA,NA
"11","Australia","AUS",1964,NA,NA,NA,NA
"12","Austria","AUT",1964,1270.9610375207,NA,NA,NA
"13","Azerbaijan","AZE",1964,NA,NA,NA,NA
"14","Bahamas, The","BHS",1964,1994.3612901847,NA,NA,NA
"15","Bahrain","BHR",1964,NA,NA,NA,NA
"16","Bangladesh","BGD",1964,96.0576220869,NA,NA,NA
"17","Barbados","BRB",1964,462.2766028784,NA,NA,NA
"18","Belarus","BLR",1964,NA,NA,NA,NA
"19","Belgium","BEL",1964,1703.8653444339,NA,NA,NA
"20","Belize","BLZ",1964,346.045034174,NA,NA,NA
"21","Benin","BEN",1964,105.3560254219,NA,NA,NA
"22","Bermuda","BMU",1964,2199.7270069118,NA,NA,NA
"23","Bhutan","BTN",1964,NA,NA,NA,NA
"24","Bolivia","BOL",1964,221.487804999,NA,NA,NA
"25","Bosnia and Herzegovina","BIH",1964,NA,NA,NA,NA
"26","Botswana","BWA",1964,72.1109878466,NA,NA,NA
"27","Brazil","BRA",1964,NA,NA,NA,NA
"28","Brunei Darussalam","BRN",1964,NA,NA,NA,NA
"29","Bulgaria","BGR",1964,NA,NA,NA,NA
"30","Burkina Faso","BFA",1964,78.9769280436,NA,NA,NA
"31","Burundi","BDI",1964,82.6603764431,NA,NA,NA
"32","Cambodia","KHM",1964,130.8343470632,NA,NA,NA
"33","Cameroon","CMR",1964,132.3954689194,NA,NA,NA
"34","Canada","CAN",1964,2529.5181790541,NA,NA,NA
"35","Cape Verde","CPV",1964,NA,NA,NA,NA
"36","Cayman Islands","CYM",1964,NA,NA,NA,NA
"37","Central African Republic","CAF",1964,87.8583477466,NA,NA,NA
"38","Chad","TCD",1964,121.8672805571,NA,NA,NA
"39","Channel Islands","CHI",1964,NA,NA,NA,NA
"40","Chile","CHL",1964,685.1432313392,NA,NA,NA
"41","China","CHN",1964,83.9304352839,NA,NA,NA
"42","Colombia","COL",1964,332.5301746228,NA,NA,NA
"43","Comoros","COM",1964,NA,NA,NA,NA
"44","Congo, Dem. Rep.","COD",1964,168.8889232964,NA,NA,NA
"45","Congo, Rep.","COG",1964,164.8604510061,NA,NA,NA
"46","Costa Rica","CRI",1964,354.0745102479,NA,NA,NA
"47","Cote d'Ivoire","CIV",1964,216.6522932438,NA,NA,NA
"48","Croatia","HRV",1964,NA,NA,NA,NA
"49","Cuba","CUB",1964,NA,NA,NA,NA
"50","Curacao","CUW",1964,NA,NA,NA,NA
"51","Cyprus","CYP",1964,NA,NA,NA,NA
"52","Czech Republic","CZE",1964,NA,NA,NA,NA
"53","Denmark","DNK",1964,2014.1268565207,NA,NA,NA
"54","Djibouti","DJI",1964,NA,NA,NA,NA
"55","Dominica","DMA",1964,NA,NA,NA,NA
"56","Dominican Republic","DOM",1964,271.8306380414,NA,NA,NA
"57","Ecuador","ECU",1964,231.4654802168,NA,NA,NA
"58","Egypt, Arab Rep.","EGY",1964,154.3973319552,NA,NA,NA
"59","El Salvador","SLV",1964,261.4176949317,NA,NA,NA
"60","Equatorial Guinea","GNQ",1964,48.0177955606,NA,NA,NA
"61","Eritrea","ERI",1964,NA,NA,NA,NA
"62","Estonia","EST",1964,NA,NA,NA,NA
"63","Ethiopia","ETH",1964,NA,NA,NA,NA
"64","Faeroe Islands","FRO",1964,NA,NA,NA,NA
"65","Fiji","FJI",1964,310.8915240289,NA,NA,NA
"66","Finland","FIN",1964,1707.3323995915,NA,NA,NA
"67","France","FRA",1964,1885.1122197441,NA,NA,NA
"68","French Polynesia","PYF",1964,NA,NA,NA,NA
"69","Gabon","GAB",1964,432.9513884235,NA,NA,NA
"70","Gambia, The","GMB",1964,NA,NA,NA,NA
"71","Georgia","GEO",1964,NA,NA,NA,NA
"72","Germany","DEU",1964,NA,NA,NA,NA
"73","Ghana","GHA",1964,227.3979781911,NA,NA,NA
"74","Gibraltar","GIB",1964,NA,NA,NA,NA
"75","Greece","GRC",1964,784.9939187655,NA,NA,NA
"76","Greenland","GRL",1964,NA,NA,NA,NA
"77","Grenada","GRD",1964,NA,NA,NA,NA
"78","Guam","GUM",1964,NA,NA,NA,NA
"79","Guatemala","GTM",1964,280.2190294425,NA,NA,NA
"80","Guinea","GIN",1964,NA,NA,NA,NA
"81","Guinea-Bissau","GNB",1964,NA,NA,NA,NA
"82","Guyana","GUY",1964,312.291781655,NA,NA,NA
"83","Haiti","HTI",1964,NA,NA,NA,NA
"84","Honduras","HND",1964,200.4765815277,NA,NA,NA
"85","Hong Kong SAR, China","HKG",1964,649.0642574735,NA,NA,NA
"86","Hungary","HUN",1964,NA,NA,NA,NA
"87","Iceland","ISL",1964,2285.6207206031,NA,NA,NA
"88","India","IND",1964,74.5150577501,NA,NA,NA
"89","Indonesia","IDN",1964,NA,NA,NA,NA
"90","Iran, Islamic Rep.","IRN",1964,NA,NA,NA,NA
"91","Iraq","IRQ",1964,284.4320074582,NA,NA,NA
"92","Ireland","IRL",1964,965.9947436995,NA,NA,NA
"93","Isle of Man","IMN",1964,NA,NA,NA,NA
"94","Israel","ISR",1964,1375.942829073,NA,NA,NA
"95","Italy","ITA",1964,1222.5528209427,NA,NA,NA
"96","Jamaica","JAM",1964,517.6204692298,NA,NA,NA
"97","Japan","JPN",1964,835.6572524841,NA,NA,NA
"98","Jordan","JOR",1964,NA,NA,NA,NA
"99","Kazakhstan","KAZ",1964,NA,NA,NA,NA
"100","Kenya","KEN",1964,108.5595353053,NA,NA,NA
"101","Kiribati","KIR",1964,NA,NA,NA,NA
"102","Korea, Dem. Rep.","PRK",1964,NA,NA,NA,NA
"103","Korea, Rep.","KOR",1964,120.6360499991,NA,NA,NA
"104","Kosovo","KSV",1964,NA,NA,NA,NA
"105","Kuwait","KWT",1964,4781.4608758812,NA,NA,NA
"106","Kyrgyz Republic","KGZ",1964,NA,NA,NA,NA
"107","Lao PDR","LAO",1964,NA,NA,NA,NA
"108","Latvia","LVA",1964,NA,NA,NA,NA
"109","Lebanon","LBN",1964,NA,NA,NA,NA
"110","Lesotho","LSO",1964,56.73721464,NA,NA,NA
"111","Liberia","LBR",1964,191.938499461,NA,NA,NA
"112","Libya","LBY",1964,NA,NA,NA,NA
"113","Liechtenstein","LIE",1964,NA,NA,NA,NA
"114","Lithuania","LTU",1964,NA,NA,NA,NA
"115","Luxembourg","LUX",1964,2736.8447090296,NA,NA,NA
"116","Macao SAR, China","MAC",1964,NA,NA,NA,NA
"117","Macedonia, FYR","MKD",1964,NA,NA,NA,NA
"118","Madagascar","MDG",1964,142.7069427092,NA,NA,NA
"119","Malawi","MWI",1964,50.2190771865,NA,NA,NA
"120","Malaysia","MYS",1964,312.2384926789,NA,NA,NA
"121","Maldives","MDV",1964,NA,NA,NA,NA
"122","Mali","MLI",1964,NA,NA,NA,NA
"123","Malta","MLT",1964,NA,NA,NA,NA
"124","Marshall Islands","MHL",1964,NA,NA,NA,NA
"125","Mauritania","MRT",1964,157.3094006192,NA,NA,NA
"126","Mauritius","MUS",1964,NA,NA,NA,NA
"127","Mayotte","MYT",1964,NA,NA,NA,NA
"128","Mexico","MEX",1964,460.5915985336,NA,NA,NA
"129","Micronesia, Fed. Sts.","FSM",1964,NA,NA,NA,NA
"130","Moldova","MDA",1964,NA,NA,NA,NA
"131","Monaco","MCO",1964,NA,NA,NA,NA
"132","Mongolia","MNG",1964,NA,NA,NA,NA
"133","Montenegro","MNE",1964,NA,NA,NA,NA
"134","Morocco","MAR",1964,215.1629016596,NA,NA,NA
"135","Mozambique","MOZ",1964,NA,NA,NA,NA
"136","Myanmar","MMR",1964,NA,NA,NA,NA
"137","Namibia","NAM",1964,NA,NA,NA,NA
"138","Nepal","NPL",1964,47.2656340692,NA,NA,NA
"139","Netherlands","NLD",1964,1541.9626231619,NA,NA,NA
"140","New Caledonia","NCL",1964,NA,NA,NA,NA
"141","New Zealand","NZL",1964,2813.982340742,NA,NA,NA
"142","Nicaragua","NIC",1964,170.8924613437,NA,NA,NA
"143","Niger","NER",1964,159.4961728736,NA,NA,NA
"144","Nigeria","NGA",1964,110.8813302064,NA,NA,NA
"145","Northern Mariana Islands","MNP",1964,NA,NA,NA,NA
"146","Norway","NOR",1964,1938.0624543802,NA,NA,NA
"147","Oman","OMN",1964,100.7056144058,NA,NA,NA
"148","Pakistan","PAK",1964,101.2334450824,NA,NA,NA
"149","Palau","PLW",1964,NA,NA,NA,NA
"150","Panama","PAN",1964,473.8517888142,NA,NA,NA
