"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"1","Afghanistan","AFG",1978,226.6939592364,NA,NA,NA
"2","Albania","ALB",1978,NA,NA,NA,NA
"3","Algeria","DZA",1978,1495.8783925642,NA,NA,NA
"4","American Samoa","ASM",1978,NA,NA,NA,NA
"5","Andorra","AND",1978,8945.7593051798,NA,NA,NA
"6","Angola","AGO",1978,NA,NA,NA,NA
"7","Antigua and Barbuda","ATG",1978,1061.2841398148,NA,NA,NA
"8","Argentina","ARG",1978,2127.343809432,NA,NA,NA
"9","Armenia","ARM",1978,NA,NA,NA,NA
"10","Aruba","ABW",1978,NA,NA,NA,NA
"11","Australia","AUS",1978,8293.4513329617,NA,NA,NA
"12","Austria","AUT",1978,8149.707762106,NA,NA,NA
"13","Azerbaijan","AZE",1978,NA,NA,NA,NA
"14","Bahamas, The","BHS",1978,4131.5504730139,NA,NA,NA
"15","Bahrain","BHR",1978,NA,NA,NA,NA
"16","Bangladesh","BGD",1978,174.8389393205,NA,NA,NA
"17","Barbados","BRB",1978,2233.0403421958,NA,NA,NA
"18","Belarus","BLR",1978,NA,NA,NA,NA
"19","Belgium","BEL",1978,10160.8730785334,NA,NA,NA
"20","Belize","BLZ",1978,985.2688785035,NA,NA,NA
"21","Benin","BEN",1978,271.0342853824,NA,NA,NA
"22","Bermuda","BMU",1978,8876.8656716418,NA,NA,NA
"23","Bhutan","BTN",1978,NA,NA,NA,NA
"24","Bolivia","BOL",1978,734.8493431434,NA,NA,NA
"25","Bosnia and Herzegovina","BIH",1978,NA,NA,NA,NA
"26","Botswana","BWA",1978,639.6204182364,NA,NA,NA
"27","Brazil","BRA",1978,1728.9777271888,NA,NA,NA
"28","Brunei Darussalam","BRN",1978,11001.3185236729,NA,NA,NA
"29","Bulgaria","BGR",1978,NA,NA,NA,NA
"30","Burkina Faso","BFA",1978,214.4549678628,NA,NA,NA
"31","Burundi","BDI",1978,156.0629677104,NA,NA,NA
"32","Cambodia","KHM",1978,NA,NA,NA,NA
"33","Cameroon","CMR",1978,514.0711227423,NA,NA,NA
"34","Canada","CAN",1978,8931.2934546049,NA,NA,NA
"35","Cape Verde","CPV",1978,NA,NA,NA,NA
"36","Cayman Islands","CYM",1978,NA,NA,NA,NA
"37","Central African Republic","CAF",1978,282.8666515704,NA,NA,NA
"38","Chad","TCD",1978,254.8699409479,NA,NA,NA
"39","Channel Islands","CHI",1978,NA,NA,NA,NA
"40","Chile","CHL",1978,1417.0622909908,NA,NA,NA
"41","China","CHN",1978,154.972059729,NA,NA,NA
"42","Colombia","COL",1978,906.0635696558,NA,NA,NA
"43","Comoros","COM",1978,NA,NA,NA,NA
"44","Congo, Dem. Rep.","COD",1978,603.0038696084,NA,NA,NA
"45","Congo, Rep.","COG",1978,517.8641807423,NA,NA,NA
"46","Costa Rica","CRI",1978,1588.8510730364,NA,NA,NA
"47","Cote d'Ivoire","CIV",1978,1017.2487109622,NA,NA,NA
"48","Croatia","HRV",1978,NA,NA,NA,NA
"49","Cuba","CUB",1978,1841.665252516,NA,NA,NA
"50","Curacao","CUW",1978,NA,NA,NA,NA
"51","Cyprus","CYP",1978,NA,NA,NA,NA
"52","Czech Republic","CZE",1978,NA,NA,NA,NA
"53","Denmark","DNK",1978,11617.600278406,NA,NA,NA
"54","Djibouti","DJI",1978,NA,NA,NA,NA
"55","Dominica","DMA",1978,608.4370901486,NA,NA,NA
"56","Dominican Republic","DOM",1978,863.1249810179,NA,NA,NA
"57","Ecuador","ECU",1978,1033.6428490621,NA,NA,NA
"58","Egypt, Arab Rep.","EGY",1978,345.9778830693,NA,NA,NA
"59","El Salvador","SLV",1978,695.4831839219,NA,NA,NA
"60","Equatorial Guinea","GNQ",1978,NA,NA,NA,NA
"61","Eritrea","ERI",1978,NA,NA,NA,NA
"62","Estonia","EST",1978,NA,NA,NA,NA
"63","Ethiopia","ETH",1978,NA,NA,NA,NA
"64","Faeroe Islands","FRO",1978,NA,NA,NA,NA
"65","Fiji","FJI",1978,1360.7764685563,NA,NA,NA
"66","Finland","FIN",1978,7534.0598109801,NA,NA,NA
"67","France","FRA",1978,9151.5187480087,NA,NA,NA
"68","French Polynesia","PYF",1978,7067.0693246724,NA,NA,NA
"69","Gabon","GAB",1978,3703.9606077085,NA,NA,NA
"70","Gambia, The","GMB",1978,291.4193113026,NA,NA,NA
"71","Georgia","GEO",1978,NA,NA,NA,NA
"72","Germany","DEU",1978,9176.9369412802,NA,NA,NA
"73","Ghana","GHA",1978,350.0968920769,NA,NA,NA
"74","Gibraltar","GIB",1978,NA,NA,NA,NA
"75","Greece","GRC",1978,4517.6375086813,NA,NA,NA
"76","Greenland","GRL",1978,7235.516837456,NA,NA,NA
"77","Grenada","GRD",1978,758.8741498827,NA,NA,NA
"78","Guam","GUM",1978,NA,NA,NA,NA
"79","Guatemala","GTM",1978,905.5251999752,NA,NA,NA
"80","Guinea","GIN",1978,NA,NA,NA,NA
"81","Guinea-Bissau","GNB",1978,157.1198831407,NA,NA,NA
"82","Guyana","GUY",1978,658.9134025495,NA,NA,NA
"83","Haiti","HTI",1978,NA,NA,NA,NA
"84","Honduras","HND",1978,566.4106496359,NA,NA,NA
"85","Hong Kong SAR, China","HKG",1978,3920.126374373,NA,NA,NA
"86","Hungary","HUN",1978,1552.860905266,NA,NA,NA
"87","Iceland","ISL",1978,11047.3866860842,NA,NA,NA
"88","India","IND",1978,206.0726580793,NA,NA,NA
"89","Indonesia","IDN",1978,377.0005894707,NA,NA,NA
"90","Iran, Islamic Rep.","IRN",1978,2028.7819012626,NA,NA,NA
"91","Iraq","IRQ",1978,2140.7172090949,NA,NA,NA
"92","Ireland","IRL",1978,4289.7479263416,NA,NA,NA
"93","Isle of Man","IMN",1978,NA,NA,NA,NA
"94","Israel","ISR",1978,3690.7436364605,NA,NA,NA
"95","Italy","ITA",1978,5405.648477974,NA,NA,NA
"96","Jamaica","JAM",1978,1271.2199817612,NA,NA,NA
"97","Japan","JPN",1978,8547.3920362034,NA,NA,NA
"98","Jordan","JOR",1978,1261.6138573529,NA,NA,NA
"99","Kazakhstan","KAZ",1978,NA,NA,NA,NA
"100","Kenya","KEN",1978,351.6618649417,NA,NA,NA
"101","Kiribati","KIR",1978,810.1911326832,NA,NA,NA
"102","Korea, Dem. Rep.","PRK",1978,NA,NA,NA,NA
"103","Korea, Rep.","KOR",1978,1382.9210043975,NA,NA,NA
"104","Kosovo","KSV",1978,NA,NA,NA,NA
"105","Kuwait","KWT",1978,12473.9779503654,NA,NA,NA
"106","Kyrgyz Republic","KGZ",1978,NA,NA,NA,NA
"107","Lao PDR","LAO",1978,NA,NA,NA,NA
"108","Latvia","LVA",1978,NA,NA,NA,NA
"109","Lebanon","LBN",1978,NA,NA,NA,NA
"110","Lesotho","LSO",1978,214.5698767029,NA,NA,NA
"111","Liberia","LBR",1978,445.8839773258,NA,NA,NA
"112","Libya","LBY",1978,NA,NA,NA,NA
"113","Liechtenstein","LIE",1978,17879.8532139052,NA,NA,NA
"114","Lithuania","LTU",1978,NA,NA,NA,NA
"115","Luxembourg","LUX",1978,12913.4803366378,NA,NA,NA
"116","Macao SAR, China","MAC",1978,NA,NA,NA,NA
"117","Macedonia, FYR","MKD",1978,NA,NA,NA,NA
"118","Madagascar","MDG",1978,327.2801916113,NA,NA,NA
"119","Malawi","MWI",1978,161.8339511973,NA,NA,NA
"120","Malaysia","MYS",1978,1262.8201248172,NA,NA,NA
"121","Maldives","MDV",1978,NA,NA,NA,NA
"122","Mali","MLI",1978,175.3125288305,NA,NA,NA
"123","Malta","MLT",1978,2249.1523230665,NA,NA,NA
"124","Marshall Islands","MHL",1978,NA,NA,NA,NA
"125","Mauritania","MRT",1978,380.0770091827,NA,NA,NA
"126","Mauritius","MUS",1978,1088.8473418731,NA,NA,NA
"127","Mayotte","MYT",1978,NA,NA,NA,NA
"128","Mexico","MEX",1978,1566.0731184265,NA,NA,NA
"129","Micronesia, Fed. Sts.","FSM",1978,NA,NA,NA,NA
"130","Moldova","MDA",1978,NA,NA,NA,NA
"131","Monaco","MCO",1978,39057.4905487571,NA,NA,NA
"132","Mongolia","MNG",1978,NA,NA,NA,NA
"133","Montenegro","MNE",1978,NA,NA,NA,NA
"134","Morocco","MAR",1978,706.9599338401,NA,NA,NA
"135","Mozambique","MOZ",1978,NA,NA,NA,NA
"136","Myanmar","MMR",1978,NA,NA,NA,NA
"137","Namibia","NAM",1978,NA,NA,NA,NA
"138","Nepal","NPL",1978,111.7804059324,NA,NA,NA
"139","Netherlands","NLD",1978,10423.899448517,NA,NA,NA
"140","New Caledonia","NCL",1978,6042.5661227958,NA,NA,NA
"141","New Zealand","NZL",1978,5851.6828195609,NA,NA,NA
"142","Nicaragua","NIC",1978,695.4613372241,NA,NA,NA
"143","Niger","NER",1978,320.1579508974,NA,NA,NA
"144","Nigeria","NGA",1978,512.5306227428,NA,NA,NA
"145","Northern Mariana Islands","MNP",1978,NA,NA,NA,NA
"146","Norway","NOR",1978,11336.6096645638,NA,NA,NA
"147","Oman","OMN",1978,2596.9078718882,NA,NA,NA
"148","Pakistan","PAK",1978,236.6438582681,NA,NA,NA
"149","Palau","PLW",1978,NA,NA,NA,NA
"150","Panama","PAN",1978,1322.6703785211,NA,NA,NA
"151","Papua New Guinea","PNG",1978,639.1650334465,NA,NA,NA
"152","Paraguay","PRY",1978,846.2737991062,NA,NA,NA
"153","Peru","PER",1978,740.7419882078,NA,NA,NA
"154","Philippines","PHL",1978,510.2819920109,NA,NA,NA
"155","Poland","POL",1978,NA,NA,NA,NA
"156","Portugal","PRT",1978,2421.9484709564,NA,NA,NA
"157","Puerto Rico","PRI",1978,3567.752754759,NA,NA,NA
"158","Qatar","QAT",1978,21304.7891227256,NA,NA,NA
"159","Romania","ROU",1978,NA,NA,NA,NA
"160","Russian Federation","RUS",1978,NA,NA,NA,NA
"161","Rwanda","RWA",1978,180.085194683,NA,NA,NA
"162","Samoa","WSM",1978,NA,NA,NA,NA
"163","San Marino","SMR",1978,NA,NA,NA,NA
"164","Sao Tome and Principe","STP",1978,NA,NA,NA,NA
"165","Saudi Arabia","SAU",1978,9221.7473567848,NA,NA,NA
"166","Senegal","SEN",1978,502.736534633,NA,NA,NA
"167","Serbia","SRB",1978,NA,NA,NA,NA
"168","Seychelles","SYC",1978,1364.5436610465,NA,NA,NA
"169","Sierra Leone","SLE",1978,317.3514934258,NA,NA,NA
"170","Singapore","SGP",1978,3418.7844326794,NA,NA,NA
"171","Sint Maarten (Dutch part)","SXM",1978,NA,NA,NA,NA
"172","Slovak Republic","SVK",1978,NA,NA,NA,NA
"173","Slovenia","SVN",1978,NA,NA,NA,NA
"174","Solomon Islands","SLB",1978,518.2523431652,NA,NA,NA
"175","Somalia","SOM",1978,100.8255905455,NA,NA,NA
"176","South Africa","ZAF",1978,1719.8957704046,NA,NA,NA
"177","South Sudan","SSD",1978,NA,NA,NA,NA
"178","Spain","ESP",1978,4239.851224936,NA,NA,NA
"179","Sri Lanka","LKA",1978,187.4076082989,NA,NA,NA
"180","St. Kitts and Nevis","KNA",1978,782.1212851681,NA,NA,NA
"181","St. Lucia","LCA",1978,NA,NA,NA,NA
"182","St. Martin (French part)","MAF",1978,NA,NA,NA,NA
"183","St. Vincent and the Grenadines","VCT",1978,472.6645620957,NA,NA,NA
"184","Sudan","SDN",1978,429.1263587159,NA,NA,NA
"185","Suriname","SUR",1978,2265.1153025485,NA,NA,NA
"186","Swaziland","SWZ",1978,600.1691108012,NA,NA,NA
"187","Sweden","SWE",1978,11735.5704698363,NA,NA,NA
"188","Switzerland","CHE",1978,14761.3945511588,NA,NA,NA
"189","Syrian Arab Republic","SYR",1978,1113.6579999178,NA,NA,NA
"190","Tajikistan","TJK",1978,NA,NA,NA,NA
"191","Tanzania","TZA",1978,NA,NA,NA,NA
"192","Thailand","THA",1978,527.6815381805,NA,NA,NA
"193","Timor-Leste","TLS",1978,NA,NA,NA,NA
"194","Togo","TGO",1978,325.340448466,NA,NA,NA
"195","Tonga","TON",1978,455.0153433041,NA,NA,NA
"196","Trinidad and Tobago","TTO",1978,3406.9752280467,NA,NA,NA
"197","Tunisia","TUN",1978,986.5998499564,NA,NA,NA
"198","Turkey","TUR",1978,1543.5413828212,NA,NA,NA
"199","Turkmenistan","TKM",1978,NA,NA,NA,NA
"200","Turks and Caicos Islands","TCA",1978,NA,NA,NA,NA
"201","Tuvalu","TUV",1978,NA,NA,NA,NA
"202","Uganda","UGA",1978,203.0923152752,NA,NA,NA
"203","Ukraine","UKR",1978,NA,NA,NA,NA
"204","United Arab Emirates","ARE",1978,18830.1988476263,NA,NA,NA
"205","United Kingdom","GBR",1978,5785.4617376499,NA,NA,NA
"206","United States","USA",1978,10225.3071860188,NA,NA,NA
"207","Uruguay","URY",1978,1707.9161873227,NA,NA,NA
"208","Uzbekistan","UZB",1978,NA,NA,NA,NA
"209","Vanuatu","VUT",1978,NA,NA,NA,NA
"210","Venezuela, RB","VEN",1978,3300.9985783297,NA,NA,NA
"211","Vietnam","VNM",1978,NA,NA,NA,NA
"212","Virgin Islands (U.S.)","VIR",1978,5342.7083333333,NA,NA,NA
"213","West Bank and Gaza","PSE",1978,NA,NA,NA,NA
"214","Yemen, Rep.","YEM",1978,NA,NA,NA,NA
"215","Zambia","ZMB",1978,519.5581548255,NA,NA,NA
"216","Zimbabwe","ZWE",1978,640.1476937379,NA,NA,NA
