"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"1","Afghanistan","AFG",2008,361.5698935139,59.7,47.4828394996,103.3
"2","Albania","ALB",2008,4076.4021355335,59.4,280.5217553174,17.8
"3","Algeria","DZA",2008,4966.5717020457,58.3,271.7003224959,32.7
"4","American Samoa","ASM",2008,NA,NA,NA,NA
"5","Andorra","AND",2008,44952.3991729748,NA,3330.7979336346,3.2
"6","Angola","AGO",2008,4666.741351875,81.2,147.7759417374,102
"7","Antigua and Barbuda","ATG",2008,13850.1492249723,NA,651.3409961686,7.7
"8","Argentina","ARG",2008,8225.6690818199,64.1,695.4618649328,13.2
"9","Armenia","ARM",2008,3787.4921510457,65.6,142.8109436957,19.3
"10","Aruba","ABW",2008,NA,NA,NA,NA
"11","Australia","AUS",2008,48348.2612915708,65.3,4179.6479741801,4.3
"12","Austria","AUT",2008,49739.0473357647,60.7,5200.8836701811,3.7
"13","Azerbaijan","AZE",2008,5278.5625236625,63.4,239.5619607129,42.5
"14","Bahamas, The","BHS",2008,21872.2112743173,73.4,1481.0382239359,13.9
"15","Bahrain","BHR",2008,20813.1375167254,63.9,1044.0281396696,9
"16","Bangladesh","BGD",2008,546.8468539826,70.6,16.5193837876,42.2
"17","Barbados","BRB",2008,13484.515072746,71.6,973.7346347809,16.7
"18","Belarus","BLR",2008,6328.211117066,59.8,350.8132629219,5
"19","Belgium","BEL",2008,47187.2070732376,53.7,5242.5875700356,3.7
"20","Belize","BLZ",2008,4218.2552002484,63.8,201.667455654,15.6
"21","Benin","BEN",2008,799.7559728647,72.8,32.1368959031,76.2
"22","Bermuda","BMU",2008,94515.5451713396,NA,NA,NA
"23","Bhutan","BTN",2008,1793.115768462,60.9,100.125865431,47.5
"24","Bolivia","BOL",2008,1733.6460690437,71.9,74.9856758922,45
"25","Bosnia and Herzegovina","BIH",2008,4901.9065311349,61.1,505.7449978712,7.6
"26","Botswana","BWA",2008,6892.3644774543,76.3,529.7889823249,39
"27","Brazil","BRA",2008,8627.98527952,70.7,720.5035236731,19.6
"28","Brunei Darussalam","BRN",2008,37414.3128155706,67.4,833.736236337,6
"29","Bulgaria","BGR",2008,6798.1349027102,55.6,481.5331406773,11.6
"30","Burkina Faso","BFA",2008,518.5748767628,84.2,37.1871322437,93.9
"31","Burundi","BDI",2008,147.1539112359,89.4,18.7069302134,89.7
"32","Cambodia","KHM",2008,748.9036877171,78.5,42.7888621676,48.5
"33","Cameroon","CMR",2008,1265.3016539298,66.9,65.0023511293,85.7
"34","Canada","CAN",2008,45002.8462407977,67.3,4445.4629916112,5.2
"35","Cape Verde","CPV",2008,3181.4621541641,65.8,152.2985751405,30.7
"36","Cayman Islands","CYM",2008,NA,NA,NA,NA
"37","Central African Republic","CAF",2008,467.9098875048,78.7,19.837719824,107.8
"38","Chad","TCD",2008,784.4311574768,70.8,49.1319989766,100.2
"39","Channel Islands","CHI",2008,NA,NA,NA,NA
"40","Chile","CHL",2008,10165.8217086628,59.5,761.9547703987,7.8
"41","China","CHN",2008,3413.5883679454,73.8,146.1133248823,17.8
"42","Colombia","COL",2008,5435.8720507287,58.5,317.3629433565,17.6
"43","Comoros","COM",2008,760.5632647292,79.3,27.6964304819,65.6
"44","Congo, Dem. Rep.","COD",2008,186.7690777426,70.5,13.324447531,113.9
"45","Congo, Rep.","COG",2008,3073.0456934535,72.5,81.1386287618,61.7
"46","Costa Rica","CRI",2008,6559.6640478991,63.5,618.1505321878,8.9
"47","Cote d'Ivoire","CIV",2008,1233.1593525756,66.7,60.7954667548,88.6
"48","Croatia","HRV",2008,15767.0801167765,53.1,1229.7542120049,5.1
"49","Cuba","CUB",2008,5565.3970633462,55.4,671.5018248981,4.9
"50","Curacao","CUW",2008,NA,NA,NA,NA
"51","Cyprus","CYP",2008,31991.8923888523,62.1,1908.667388171,3.5
"52","Czech Republic","CZE",2008,20728.8638353825,58.5,1468.6464716067,3.5
"53","Denmark","DNK",2008,62156.9943141833,66.1,6133.3617721231,3.6
"54","Djibouti","DJI",2008,1148.308885941,70,80.0482030258,75.4
"55","Dominica","DMA",2008,5493.3643718691,NA,336.829840706,11.6
"56","Dominican Republic","DOM",2008,4707.589593381,65.2,261.329145798,24.1
"57","Ecuador","ECU",2008,3856.4062506669,62.1,215.8970743743,19.1
"58","Egypt, Arab Rep.","EGY",2008,2079.0284346347,47.8,97.2638570159,21.5
"59","El Salvador","SLV",2008,3606.5483908648,60.8,216.925256484,16.1
"60","Equatorial Guinea","GNQ",2008,27816.1683206012,64.9,544.9583175785,84.1
"61","Eritrea","ERI",2008,278.9604332404,71.4,9.6017428711,45.4
"62","Estonia","EST",2008,17541.3036028717,61.5,1073.9033403318,5.2
"63","Ethiopia","ETH",2008,335.3513204439,84.2,13.8231629406,71.2
"64","Faeroe Islands","FRO",2008,49650.3836209383,NA,NA,NA
"65","Fiji","FJI",2008,4225.9226736956,59,153.7361605228,15.6
"66","Finland","FIN",2008,50905.0104937797,61.5,4480.5292895524,2.6
"67","France","FRA",2008,44117.037429113,56.3,4965.8180602649,3.6
"68","French Polynesia","PYF",2008,NA,57.3,NA,NA
"69","Gabon","GAB",2008,10020.4899707983,75,263.7237196221,56.1
"70","Gambia, The","GMB",2008,502.3618921129,77.8,27.0946300418,58.6
"71","Georgia","GEO",2008,2918.7773969936,63.7,257.9968640353,21.4
"72","Germany","DEU",2008,44264.0561699519,59.8,4720.3808746809,3.6
"73","Ghana","GHA",2008,1226.2167548654,74.4,55.4465907761,52.5
"74","Gibraltar","GIB",2008,NA,NA,NA,NA
"75","Greece","GRC",2008,30883.6310571637,54,3109.9895265833,3.7
"76","Greenland","GRL",2008,30883.0349660334,NA,NA,NA
"77","Grenada","GRD",2008,6541.3451261247,NA,438.2001812897,9.8
"78","Guam","GUM",2008,NA,64.3,NA,NA
"79","Guatemala","GTM",2008,2858.5732756192,67,183.9842748695,27
"80","Guinea","GIN",2008,395.2522776702,84.1,21.3243425596,85.9
"81","Guinea-Bissau","GNB",2008,582.5282213066,71.4,17.4850531665,94.5
"82","Guyana","GUY",2008,2558.0852705144,64.1,122.3027259721,27.3
"83","Haiti","HTI",2008,658.1233347892,70.1,39.7884873368,61.1
"84","Honduras","HND",2008,1912.883156085,62,120.6209751151,22
"85","Hong Kong SAR, China","HKG",2008,30864.8803451456,61,NA,NA
"86","Hungary","HUN",2008,15485.2191528605,50,1119.1188574922,6
"87","Iceland","ISL",2008,53128.6175792626,78.4,4861.5299499004,1.8
"88","India","IND",2008,1064.7543060826,57.8,45.2721981654,50.8
"89","Indonesia","IDN",2008,2171.6286707641,68.3,50.8525968717,29.2
"90","Iran, Islamic Rep.","IRN",2008,4678.2488018143,51.1,254.3030214094,23.9
"91","Iraq","IRQ",2008,2867.2950843826,41.4,108.8726197998,32.1
"92","Ireland","IRL",2008,59573.3699222131,63.2,5252.7735768074,3.6
"93","Isle of Man","IMN",2008,NA,NA,NA,NA
